ID,Site,Date,Start.angle,Transect.angle,Transect,Point,Family,Genus,Species,N,Author,DBH,Height,Notes.stem,Notes.other,UTM.begin.1,UTM.begin.2,UTM.end.1,UTM.end.2,Photos.site,Photos.plant,dis,hab,point,class
116,Jenaro Herrera,10/11/2015,20,140,JH-02,3,Lauraceae,Endlicheria,sp. 1,Endlicheria sp. 1,,14.6,9,,,655,,656,, 63 - 66,,Primary,Flooded,JH-02_3,Primary.Flooded
117,Jenaro Herrera,10/11/2015,20,140,JH-02,3,Violaceae,Leonia,glycycarpa,Leonia glycycarpa, Ruiz & Pav.,4,5,,,655,,656,, 63 - 66,,Primary,Flooded,JH-02_3,Primary.Flooded
118,Jenaro Herrera,10/11/2015,20,140,JH-02,3,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,7.3,7,,,655,,656,, 63 - 66,,Primary,Flooded,JH-02_3,Primary.Flooded
119,Jenaro Herrera,10/11/2015,20,140,JH-02,3,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,4.4,4,,,655,,656,, 63 - 66,,Primary,Flooded,JH-02_3,Primary.Flooded
120,Jenaro Herrera,10/11/2015,20,140,JH-02,3,Malvaceae,Pachira,aquatica,Pachira aquatica,Aubl.,3,4,,,655,,656,, 63 - 66,,Primary,Flooded,JH-02_3,Primary.Flooded
121,Jenaro Herrera,10/11/2015,20,140,JH-02,3,Arecaceae,Astrocaryum,murumuru,Astrocaryum murumuru,Mart.,23.2,7,,,655,,656,, 63 - 66,,Primary,Flooded,JH-02_3,Primary.Flooded
122,Jenaro Herrera,10/11/2015,20,140,JH-02,3,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,3.7,5,,,655,,656,, 63 - 66,,Primary,Flooded,JH-02_3,Primary.Flooded
123,Jenaro Herrera,10/11/2015,20,140,JH-02,3,Fabaceae,Inga,sp. 3,Inga sp. 3,,3,5,,,655,,656,, 63 - 66,,Primary,Flooded,JH-02_3,Primary.Flooded
124,Jenaro Herrera,10/11/2015,20,140,JH-02,3,Lauraceae,Endlicheria,sp. 1,Endlicheria sp. 1,,3.1,3,,,655,,656,, 63 - 66,,Primary,Flooded,JH-02_3,Primary.Flooded
125,Jenaro Herrera,10/11/2015,20,140,JH-02,3,Moraceae,Batocarpus,amazonicus,Batocarpus amazonicus,(Ducke) Fosberg,4.4,6,Latex blanco,,655,,656,, 63 - 66,,Primary,Flooded,JH-02_3,Primary.Flooded
126,Jenaro Herrera,10/11/2015,20,140,JH-02,3,Violaceae,Leonia,glycycarpa,Leonia glycycarpa, Ruiz & Pav.,3.5,4,,,655,,656,, 63 - 66,,Primary,Flooded,JH-02_3,Primary.Flooded
127,Jenaro Herrera,10/11/2015,20,140,JH-02,3,Nyctaginaceae,Neea,virens,Neea virens,Poepp. ex Heimerl,5.7,3,,,655,,656,, 63 - 66,,Primary,Flooded,JH-02_3,Primary.Flooded
128,Jenaro Herrera,10/11/2015,20,140,JH-02,3,Violaceae,Leonia,glycycarpa,Leonia glycycarpa, Ruiz & Pav.,3.8,3,,,655,,656,, 63 - 66,,Primary,Flooded,JH-02_3,Primary.Flooded
129,Jenaro Herrera,10/11/2015,20,140,JH-02,3,Fabaceae,Inga,sp. 3,Inga sp. 3,,5.8,3,,,655,,656,, 63 - 66,,Primary,Flooded,JH-02_3,Primary.Flooded
130,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Meliaceae,Guarea,purusana,Guarea purusana,C.DC.,10.7,9,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
131,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Moraceae,Batocarpus,amazonicus,Batocarpus amazonicus,(Ducke) Fosberg,11.6,7,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
132,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,3,5,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
133,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Moraceae,Batocarpus,amazonicus,Batocarpus amazonicus,(Ducke) Fosberg,3.3,2.5,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
134,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Fabaceae,Inga,sp. 3,Inga sp. 3,,5.8,5,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
135,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Moraceae,Batocarpus,amazonicus,Batocarpus amazonicus,(Ducke) Fosberg,4.5,5,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
136,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Malvaceae,Theobroma,cacao,Theobroma cacao, L.,11.1,7,Tiene fruto,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
137,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Urticaceae,Pourouma,bicolor,Pourouma bicolor,Mart.,50.6,14,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
138,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,9,7,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
139,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Olacaceae,Heisteria,duckei,Heisteria duckei,Sleumer,4.3,4,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
140,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Apocynaceae,Tabernaemontana,markgrafiana,Tabernaemontana markgrafiana,J.F. Macbr.,3.6,3,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
141,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Arecaceae,Attalea,sp. 1,Attalea sp. 1,,37.3,7,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
142,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Violaceae,Leonia,glycycarpa,Leonia glycycarpa, Ruiz & Pav.,11.5,7,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
143,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Violaceae,Leonia,glycycarpa,Leonia glycycarpa, Ruiz & Pav.,7.3,7,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
144,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Annonaceae,Guatteria,sp. 2,Guatteria sp. 2,,34.4,17,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
145,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Euphorbiaceae,Sapium,marmieri,Sapium marmieri,Huber,90,20,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
146,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Araliaceae,Dendropanax,sp. 1,Dendropanax sp. 1,,5.6,5,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
147,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Annonaceae,Guatteria,sp. 3,Guatteria sp. 3,,22.6,13,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
148,Jenaro Herrera,10/11/2015,240,170,JH-02,2,Lauraceae,Endlicheria,sp. 1,Endlicheria sp. 1,,3.3,4,,,657,,658,, 67 - 70,,Primary,Flooded,JH-02_2,Primary.Flooded
149,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Clusiaceae,Garcinia,sp. 1,Garcinia sp. 1,,13.2,7,,,659,,660,, 71 - 74,,Primary,Flooded,JH-02_1,Primary.Flooded
150,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Annonaceae,Duguetia,sp. 1,Duguetia sp. 1,,17.5,10,,,659,,660,, 71 - 74,,Primary,Flooded,JH-02_1,Primary.Flooded
151,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Malvaceae,Pseudobombax,munguba,Pseudobombax munguba,(Mart.) Dugand,32.2,15,,,659,,660,, 71 - 74,,Primary,Flooded,JH-02_1,Primary.Flooded
152,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Capparaceae,Crateva,tapia,Crateva tapia,L.,4.2,4,,,659,,660,, 71 - 74,,Primary,Flooded,JH-02_1,Primary.Flooded
153,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Fabaceae,Zygia,latifolia,Zygia latifolia, (L.) Fawc. & Rendle,4.6,3,,,659,,660,, 71 - 74,,Primary,Flooded,JH-02_1,Primary.Flooded
154,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Fabaceae,Pterocarpus,amazonicus,Pterocarpus amazonicus,Huber,13.6,9,,,659,,660,, 71 - 74,,Primary,Flooded,JH-02_1,Primary.Flooded
155,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Lauraceae,Endlicheria,sp. 1,Endlicheria sp. 1,,29,14,,,659,,660,, 71 - 74,,Primary,Flooded,JH-02_1,Primary.Flooded
156,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Solanaceae,Solanum,kioniotrichum,Solanum kioniotrichum,Bitter ex J.F. Macbr.,6.8,3,,,659,,660,, 71 - 74,,Primary,Flooded,JH-02_1,Primary.Flooded
157,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Urticaceae,Cecropia,distachya,Cecropia distachya,Huber,3,5,,,659,,660,, 71 - 74,,Primary,Flooded,JH-02_1,Primary.Flooded
158,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Salicaceae,Laetia,corymbulosa,Laetia corymbulosa,Spruce ex Benth.,7.7,5,,,659,,660,, 71 - 74,,Primary,Flooded,JH-02_1,Primary.Flooded
159,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Salicaceae,Xylosma,benthamii,Xylosma benthamii, Griseb.,4.7,5,,,659,,660,, 71 - 74,,Primary,Flooded,JH-02_1,Primary.Flooded
160,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Olacaceae,Heisteria,duckei,Heisteria duckei,Sleumer,8.9,5,Corteza interna anaranjado,,659,,660,, 71 - 74,,Primary,Flooded,JH-02_1,Primary.Flooded
161,Jenaro Herrera,10/11/2015,110,240,JH-02,1,Nyctaginaceae,Neea,floribunda,Neea floribunda,Poepp. & Endl.,4.4,5,,,659,,660,, 71 - 74,,Primary,Flooded,JH-02_1,Primary.Flooded
162,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Euphorbiaceae,Aparisthmium,cordatum,Aparisthmium cordatum,(A. Juss.) Baill.,3.4,6,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
163,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Euphorbiaceae,Aparisthmium,cordatum,Aparisthmium cordatum,(A. Juss.) Baill.,3.5,6,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
164,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Euphorbiaceae,Aparisthmium,cordatum,Aparisthmium cordatum,(A. Juss.) Baill.,3.3,5,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
165,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Melastomataceae,Miconia,poeppigii,Miconia poeppigii,Triana,23,14,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
166,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Fabaceae,Inga,sp. 4,Inga sp. 4,,6.7,7,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
167,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,11.8,11,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
168,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Anacardiaceae,Tapirira,retusa,Tapirira retusa,Ducke,12.9,8,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
169,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Salicaceae,Casearia,sp. 2,Casearia sp. 2,,3.4,4,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
170,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Hypericaceae,Vismia,angusta,Vismia angusta,Miq.,22.9,10,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
171,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,4.8,5,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
172,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Fabaceae,Hymenolobium,sp. 1,Hymenolobium sp. 1,,2.8,4,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
173,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Salicaceae,Casearia,sp. 2,Casearia sp. 2,,6.7,7,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
174,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Melastomataceae,Bellucia,pentamera,Bellucia pentamera,Naudin,28.7,14,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
175,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Salicaceae,Casearia,sp. 2,Casearia sp. 2,,7.3,7,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
176,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Salicaceae,Casearia,sp. 2,Casearia sp. 2,,4.3,5,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
177,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,8,5,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
178,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Phyllantaceae,Hyeronima,alchorneoides,Hyeronima alchorneoides,Allemão,3.6,5,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
179,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Melastomataceae,Miconia,poeppigii,Miconia poeppigii,Triana,16,10,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
180,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Moraceae,Helicostylis,scabra,Helicostylis scabra, (J.F. Macbr.) C.C. Berg,4,5,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
181,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Apocynaceae,Tabernaemontana,markgrafiana,Tabernaemontana markgrafiana,J.F. Macbr.,4.2,5,Latex blanco,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
182,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Fabaceae,Swartzia,calva,Swartzia calva,R.S.Cowan,3.9,6,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
183,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Fabaceae,Swartzia,calva,Swartzia calva,R.S.Cowan,7.7,8,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
184,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,6.55,6.5,Latex crema,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
185,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,27.8,9,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
186,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Malpighiaceae,Byrsonima,poeppigiana,Byrsonima poeppigiana,A. Juss.,14.2,14,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
187,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Fabaceae,Swartzia,calva,Swartzia calva,R.S.Cowan,5.4,6,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
188,Jenaro Herrera,11/11/2015,170,280,JH-06,1,Salicaceae,Casearia,sp. 2,Casearia sp. 2,,3.3,4,,,661,,662,, 75 - 78,,Disturbed,Upland,JH-06_1,Disturbed.Upland
189,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Euphorbiaceae,Micrandra,sprucei,Micrandra sprucei,(Müll. Arg.) R.E. Schult.,2.6,5,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
190,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Euphorbiaceae,Micrandra,sprucei,Micrandra sprucei,(Müll. Arg.) R.E. Schult.,2.7,5,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
191,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,10,9,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
192,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Lauraceae,Endlicheria,sp. 1,Endlicheria sp. 1,,3.8,6,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
193,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Euphorbiaceae,Mabea,angularis,Mabea angularis,Hollander,2.7,4,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
194,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Violaceae,Rinorea,racemosa,Rinorea racemosa,(Mart.) Kuntze,3.3,6,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
195,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Icacinaceae,Poraqueiba,sericea,Poraqueiba sericea,Tul.,10.9,8,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
196,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Melastomataceae,Bellucia,pentamera,Bellucia pentamera,Naudin,10.3,8,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
197,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Icacinaceae,Poraqueiba,sericea,Poraqueiba sericea,Tul.,9.8,7,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
198,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Siparunaceae,Siparuna,hispida,Siparuna hispida,A. DC.,3.4,4,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
199,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,15.6,8,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
200,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,22.5,7,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
201,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Rubiaceae,Palicourea,subspicata,Palicourea subspicata,Huber,5.7,6,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
202,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Hypericaceae,Vismia,angusta,Vismia angusta,Miq.,3.7,4,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
203,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Anacardiaceae,Tapirira,retusa,Tapirira retusa,Ducke,2.7,4,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
204,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Siparunaceae,Siparuna,hispida,Siparuna hispida,A. DC.,3.7,5,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
205,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Fabaceae,Inga,Thibaudiana,Inga Thibaudiana,DC.,6.1,6,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
206,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Fabaceae,Tachigali,sp. 1,Tachigali sp. 1,,3.8,5,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
207,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Melastomataceae,Bellucia,pentamera,Bellucia pentamera,Naudin,5.9,7,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
208,Jenaro Herrera,11/11/2015,100,240,JH-06,2,Hypericaceae,Vismia,angusta,Vismia angusta,Miq.,9.5,8,,,663,,664,, 79 - 82,,Disturbed,Upland,JH-06_2,Disturbed.Upland
209,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Myrtaceae,Eugenia,dibrachiata,Eugenia dibrachiata,McVaugh,10.9,12,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
210,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Euphorbiaceae,Hevea,guianensis,Hevea guianensis,Aubl.,4,4,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
211,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Arecaceae,Euterpe,precatoria,Euterpe precatoria, Mart.,2.9,4,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
212,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Boraginaceae,Cordia,nodosa,Cordia nodosa,Lam.,3.7,5,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
213,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Myristicaceae,Virola,elongata,Virola elongata,(Benth.) Warb.,11,6,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
214,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Lecythidaceae,Eschweilera,coriacea,Eschweilera coriacea,(DC.) S.A. Mori,22,14,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
215,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Vochysiaceae,Qualea,acuminata,Qualea acuminata,Spruce ex Warm.,11.7,7,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
216,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Malvaceae,Theobroma,subincanum,Theobroma subincanum,Mart.,7.3,6,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
217,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Violaceae,Rinorea,lindeniana,Rinorea lindeniana, (Tul.) Kuntze,3.8,5,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
218,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Euphorbiaceae,Hevea,brasiliensis,Hevea brasiliensis,(Kunth) Müll. Arg.,3.3,6,Latex blanco,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
219,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Calophyllaceae,Marila,tomentosa,Marila tomentosa,Poepp.,7.3,7,Exudado translucido,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
220,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Calophyllaceae,Marila,tomentosa,Marila tomentosa,Poepp.,4.4,5,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
221,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,11.3,5.666666667,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
222,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Siparunaceae,Siparuna,guianensis,Siparuna guianensis,Aubl.,4.3,6,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
223,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Arecaceae,Iriartea,deltoidea,Iriartea deltoidea,Ruiz & Pav.,7.8,7,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
224,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Arecaceae,Iriartea,deltoidea,Iriartea deltoidea,Ruiz & Pav.,3.9,3,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
225,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Myrtaceae,Eugenia,florida,Eugenia florida,DC.,10,9,Exudado anaranjado,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
226,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Calophyllaceae,Marila,tomentosa,Marila tomentosa,Poepp.,4.866666667,5.666666667,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
227,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Violaceae,Leonia,cymosa,Leonia cymosa,Mart.,2.7,4,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
228,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Arecaceae,Socratea,exorrhiza,Socratea exorrhiza,(Mart.) H. Wendl.,8,7,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
229,Jenaro Herrera,11/11/2015,190,260,JH-06,3,Myristicaceae,Compsoneura,capitellata,Compsoneura capitellata,(A. DC.) Warb.,3.4,4,,,665,,666,, 83 - 86,,Disturbed,Upland,JH-06_3,Disturbed.Upland
230,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Fabaceae,Inga,Thibaudiana,Inga Thibaudiana,DC.,5.3,5,,,667,,668,, 87 - 90,,Disturbed,Upland,JH-06_4,Disturbed.Upland
231,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Fabaceae,Inga,alba,Inga alba, DC.,3.1,4,,,667,,668,, 87 - 90,,Disturbed,Upland,JH-06_4,Disturbed.Upland
232,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Fabaceae,Inga,edulis,Inga edulis,Mart.,5.4,4,,,667,,668,, 87 - 90,,Disturbed,Upland,JH-06_4,Disturbed.Upland
233,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Melastomataceae,Miconia,sp. 1,Miconia sp. 1,,5.5,5,,,667,,668,, 87 - 90,,Disturbed,Upland,JH-06_4,Disturbed.Upland
234,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Urticaceae,Cecropia,distachya,Cecropia distachya,Huber,3,4,,,667,,668,, 87 - 90,,Disturbed,Upland,JH-06_4,Disturbed.Upland
235,Jenaro Herrera,11/11/2015,0,200,JH-06,4,Apocynaceae,Himatanthus,sucuuba,Himatanthus sucuuba,(Spruce ex Müll. Arg.) Woodson,2.8,3,,,667,,668,, 87 - 90,,Disturbed,Upland,JH-06_4,Disturbed.Upland
