ID,Site,Date,Start.angle,Transect.angle,Transect,Point,Family,Genus,Species,N,Author,DBH,Height,Notes.stem,Notes.other,UTM.begin.1,UTM.begin.2,UTM.end.1,UTM.end.2,Photos.site,Photos.plant,dis,hab,point
4872,Sabalillo,20/1/2016,170°,70°,SA1,2,Siparunaceae,Siparuna,decipiens,Siparuna decipiens,(Tul.) A.DC.,5,2,,,950,NA,951,NA,478,,D,U,SA1_2
4873,Sabalillo,20/1/2016,170°,70°,SA1,2,Bignoniaceae,Jacaranda,copaia,Jacaranda copaia,(Aubl.) D.Don,4.1,3,,,950,NA,951,NA,478,,D,U,SA1_2
4874,Sabalillo,20/1/2016,170°,70°,SA1,2,Bignoniaceae,Jacaranda,copaia,Jacaranda copaia,(Aubl.) D.Don,8.8,4,,,950,NA,951,NA,478,,D,U,SA1_2
4875,Sabalillo,20/1/2016,160°,340°,SA1,3,Melastomataceae,Miconia,splendens,Miconia splendens,(Sw.) Griseb.,4.6,5,,,953,NA,952,NA,479,,D,U,SA1_3
4876,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,4.2,4,,,953,NA,952,NA,479,,D,U,SA1_3
4877,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,4.6,4,,,953,NA,952,NA,479,,D,U,SA1_3
4878,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,4.3,3,,,953,NA,952,NA,479,,D,U,SA1_3
4879,Sabalillo,20/1/2016,160°,340°,SA1,3,Bignoniaceae,Jacaranda,copaia,Jacaranda copaia,(Aubl.) D.Don,5.2,4,,,953,NA,952,NA,479,,D,U,SA1_3
4880,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,6.2,7,,,953,NA,952,NA,479,,D,U,SA1_3
4881,Sabalillo,20/1/2016,160°,340°,SA1,3,Hypericaceae,Vismia,angusta,Vismia angusta,Miq.,7.8,6,,,953,NA,952,NA,479,,D,U,SA1_3
4882,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,5.1,4,,,953,NA,952,NA,479,,D,U,SA1_3
4883,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,5.2,6,,,953,NA,952,NA,479,,D,U,SA1_3
4884,Sabalillo,20/1/2016,160°,340°,SA1,3,Bignoniaceae,Jacaranda,copaia,Jacaranda copaia,(Aubl.) D.Don,3.3,4,,,953,NA,952,NA,479,,D,U,SA1_3
4885,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,13.8,8,,,953,NA,952,NA,479,,D,U,SA1_3
4886,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,8.7,5,,,953,NA,952,NA,479,,D,U,SA1_3
4887,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,4.5,4,,,953,NA,952,NA,479,,D,U,SA1_3
4888,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,3.9,2,,,953,NA,952,NA,479,,D,U,SA1_3
4889,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,2.8,4,,,953,NA,952,NA,479,,D,U,SA1_3
4890,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,2.5,3,,,953,NA,952,NA,479,,D,U,SA1_3
4891,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,3,3,,,953,NA,952,NA,479,,D,U,SA1_3
4892,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,3,2.5,,,953,NA,952,NA,479,,D,U,SA1_3
4893,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,2.5,3,,,953,NA,952,NA,479,,D,U,SA1_3
4894,Sabalillo,20/1/2016,160°,340°,SA1,3,Urticaceae,Cecropia,engleriana,Cecropia engleriana,Snethl.,3.2,5,,,953,NA,952,NA,479,,D,U,SA1_3
4895,Sabalillo,20/1/2016,120°,190°,SA1,4,Lecythidaceae,Grias,neuberthii,Grias neuberthii,J.F. Macbr.,4,3,,,954,NA,955,NA,480,,D,U,SA1_4
4896,Sabalillo,20/1/2016,120°,190°,SA1,4,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,11.5,6,,,954,NA,955,NA,480,,D,U,SA1_4
4897,Sabalillo,20/1/2016,120°,190°,SA1,4,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,11.4,7,,,954,NA,955,NA,480,,D,U,SA1_4
4898,Sabalillo,20/1/2016,120°,190°,SA1,4,Bignoniaceae,Jacaranda,copaia,Jacaranda copaia,(Aubl.) D.Don,4.3,3,,,954,NA,955,NA,480,,D,U,SA1_4
4899,Sabalillo,20/1/2016,120°,190°,SA1,4,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,16.4,7,,,954,NA,955,NA,480,,D,U,SA1_4
4900,Sabalillo,20/1/2016,120°,190°,SA1,4,Anacardiaceae,Tapirira,guianensis,Tapirira guianensis, Aubl.,14.4,3,,,954,NA,955,NA,480,,D,U,SA1_4
,Sabalillo,20/1/2016,330°,300°,SA1,5,,,, ,,NA,NA,,No se registraron arboles,956,NA,1070,NA,481,,D,U,SA1_5
4901,Sabalillo,20/1/2016,20°,290°,SA1,6,Hypericaceae,Vismia,angusta,Vismia angusta,Miq.,6.4,3,,,957,NA,958,NA,482,,D,U,SA1_6
4902,Sabalillo,20/1/2016,20°,290°,SA1,6,Euphorbiaceae,Alchornea,triplinervia,Alchornea triplinervia,(Spreng.) Müll. Arg.,7.7,4,,,957,NA,958,NA,482,,D,U,SA1_6
4903,Sabalillo,21/1/2016,200°,20°,SA2,6,Sapotaceae,Micropholis,trunciflora,Micropholis trunciflora,Ducke,3.8,3,,,960,NA,959,NA,483,,P,U,SA2_6
4904,Sabalillo,21/1/2016,200°,20°,SA2,6,Fabaceae,Abarema,sp. 2,Abarema sp. 2,,17,15,,,960,NA,959,NA,483,,P,U,SA2_6
4905,Sabalillo,21/1/2016,200°,20°,SA2,6,Myristicaceae,Virola,calophylla,Virola calophylla,Warb.,5.2,7,,,960,NA,959,NA,483,,P,U,SA2_6
4906,Sabalillo,21/1/2016,200°,20°,SA2,6,Meliaceae,Guarea,kunthiana,Guarea kunthiana, A. Juss.,5.1,5,,,960,NA,959,NA,483,,P,U,SA2_6
4907,Sabalillo,21/1/2016,200°,20°,SA2,6,Chrysobalanaceae,Licania,micrantha,Licania micrantha,Miq.,10.6,7,,,960,NA,959,NA,483,,P,U,SA2_6
4908,Sabalillo,21/1/2016,200°,20°,SA2,6,Cardiopteridaceae,Dendrobangia,boliviana,Dendrobangia boliviana,Rusby,6.9,9,,,960,NA,959,NA,483,,P,U,SA2_6
4909,Sabalillo,21/1/2016,200°,20°,SA2,6,Chrysobalanaceae,Couepia,williamsii,Couepia williamsii,J.F. Macbr.,7.4,9,,,960,NA,959,NA,483,,P,U,SA2_6
4910,Sabalillo,21/1/2016,200°,20°,SA2,6,Myristicaceae,Iryanthera,grandis,Iryanthera grandis,Ducke,24.5,20,,,960,NA,959,NA,483,,P,U,SA2_6
4911,Sabalillo,21/1/2016,200°,20°,SA2,6,Myristicaceae,Virola,calophylla,Virola calophylla,Warb.,3.3,5,,,960,NA,959,NA,483,,P,U,SA2_6
4912,Sabalillo,21/1/2016,200°,20°,SA2,6,Erythroxylaceae,Erythroxylum,macrophyllum,Erythroxylum macrophyllum, Mart.,7.3,7,,,960,NA,959,NA,483,,P,U,SA2_6
4913,Sabalillo,21/1/2016,200°,20°,SA2,6,Rubiaceae,Palicourea,grandifolia,Palicourea grandifolia, (Willd. ex Roem. & Schult.) Standl.,2.6,3,,,960,NA,959,NA,483,,P,U,SA2_6
4914,Sabalillo,21/1/2016,200°,20°,SA2,6,Fabaceae,Abarema,sp. 2,Abarema sp. 2,,4.6,7,,,960,NA,959,NA,483,,P,U,SA2_6
4915,Sabalillo,21/1/2016,200°,20°,SA2,6,Lecythidaceae,Eschweilera,coriacea,Eschweilera coriacea,(DC.) S.A. Mori,15.8,9,,,960,NA,959,NA,483,,P,U,SA2_6
4916,Sabalillo,21/1/2016,200°,20°,SA2,6,Fabaceae,Parkia,nitida,Parkia nitida,Miq.,17,13,,,960,NA,959,NA,483,,P,U,SA2_6
4917,Sabalillo,21/1/2016,200°,20°,SA2,6,Fabaceae,Dussia,tessmannii,Dussia tessmannii,Harms,4.6,4,,,960,NA,959,NA,483,,P,U,SA2_6
4918,Sabalillo,21/1/2016,200°,20°,SA2,6,Elaeocarpaceae,Sloanea,brevipes,Sloanea brevipes,Benth.,3.5,3,,,960,NA,959,NA,483,,P,U,SA2_6
4919,Sabalillo,21/1/2016,200°,20°,SA2,6,Vochysiaceae,Erisma,bicolor,Erisma bicolor,Ducke,50,25,,,960,NA,959,NA,483,,P,U,SA2_6
4920,Sabalillo,21/1/2016,200°,20°,SA2,6,Ebenaceae,Diospyros,egleri,Diospyros egleri,Pires & Cavalcante,4.8,2,,,960,NA,959,NA,483,,P,U,SA2_6
4921,Sabalillo,21/1/2016,200°,20°,SA2,6,Fabaceae,Abarema,sp. 2,Abarema sp. 2,,2.8,2,,,960,NA,959,NA,483,,P,U,SA2_6
4922,Sabalillo,21/1/2016,200°,20°,SA2,6,Violaceae,Leonia,cymosa,Leonia cymosa,Mart.,4.8,4,,,960,NA,959,NA,483,,P,U,SA2_6
4923,Sabalillo,21/1/2016,200°,20°,SA2,6,Myristicaceae,Iryanthera,polyneura,Iryanthera polyneura,Ducke,3.3,3,,,960,NA,959,NA,483,,P,U,SA2_6
4924,Sabalillo,21/1/2016,200°,20°,SA2,6,Burseraceae,Protium,amazonicum,Protium amazonicum,(Cuatrec.) Daly,4.6,7,,,960,NA,959,NA,483,,P,U,SA2_6
4925,Sabalillo,21/1/2016,200°,20°,SA2,6,Salicaceae,Casearia,resinifera,Casearia resinifera,Spruce ex Eichler,2.7,2,,,960,NA,959,NA,483,,P,U,SA2_6
4926,Sabalillo,21/1/2016,200°,20°,SA2,6,Myristicaceae,Iryanthera,tricornis,Iryanthera tricornis,Ducke,20.4,12,,,960,NA,959,NA,483,,P,U,SA2_6
4927,Sabalillo,21/1/2016,200°,20°,SA2,6,Chrysobalanaceae,Couepia,dolichopoda,Couepia dolichopoda,Prance,16.6,15,,,960,NA,959,NA,483,,P,U,SA2_6
4928,Sabalillo,21/1/2016,200°,20°,SA2,6,Myristicaceae,Virola,obovata,Virola obovata,Ducke,3.5,2,,,960,NA,959,NA,483,,P,U,SA2_6
4929,Sabalillo,21/1/2016,200°,20°,SA2,6,Fabaceae,Abarema,sp. 2,Abarema sp. 2,,3.1,NA,,,960,NA,959,NA,483,,P,U,SA2_6
4930,Sabalillo,21/1/2016,190°,120°,SA2,5,Sapotaceae,Chrysophyllum,sp. 1,Chrysophyllum sp. 1,,3,5,,,961,NA,962,NA,484,,P,U,SA2_5
4931,Sabalillo,21/1/2016,190°,120°,SA2,5,Fabaceae,Tachigali,loretensis,Tachigali loretensis,van der Werff,2.3,4,,,961,NA,962,NA,484,,P,U,SA2_5
4932,Sabalillo,21/1/2016,190°,120°,SA2,5,Annonaceae,Guatteria,megalophylla,Guatteria megalophylla,Diels,3.4,5,,,961,NA,962,NA,484,,P,U,SA2_5
4933,Sabalillo,21/1/2016,190°,120°,SA2,5,Chrysobalanaceae,Licania,micrantha,Licania micrantha,Miq.,7.8,8,,,961,NA,962,NA,484,,P,U,SA2_5
4934,Sabalillo,21/1/2016,190°,120°,SA2,5,Myristicaceae,Iryanthera,grandis,Iryanthera grandis,Ducke,14.4,10,,,961,NA,962,NA,484,,P,U,SA2_5
4935,Sabalillo,21/1/2016,190°,120°,SA2,5,Myristicaceae,Iryanthera,polyneura,Iryanthera polyneura,Ducke,3.3,4,,,961,NA,962,NA,484,,P,U,SA2_5
4936,Sabalillo,21/1/2016,190°,120°,SA2,5,Lecythidaceae,Eschweilera,albiflora,Eschweilera albiflora,(DC.) Miers,3.7,4,,,961,NA,962,NA,484,,P,U,SA2_5
4937,Sabalillo,21/1/2016,190°,120°,SA2,5,Violaceae,Rinorea,racemosa,Rinorea racemosa,(Mart.) Kuntze,10.4,8,,,961,NA,962,NA,484,,P,U,SA2_5
4938,Sabalillo,21/1/2016,190°,120°,SA2,5,Fabaceae,Parkia,nitida,Parkia nitida,Miq.,3,4,,,961,NA,962,NA,484,,P,U,SA2_5
4939,Sabalillo,21/1/2016,190°,120°,SA2,5,Moraceae,Helicostylis,scabra,Helicostylis scabra, (J.F. Macbr.) C.C. Berg,2.9,2,,,961,NA,962,NA,484,,P,U,SA2_5
4940,Sabalillo,21/1/2016,190°,120°,SA2,5,Moraceae,Helicostylis,scabra,Helicostylis scabra, (J.F. Macbr.) C.C. Berg,5.1,4,,,961,NA,962,NA,484,,P,U,SA2_5
4941,Sabalillo,21/1/2016,190°,120°,SA2,5,Myristicaceae,Virola,obovata,Virola obovata,Ducke,5,3,,,961,NA,962,NA,484,,P,U,SA2_5
4942,Sabalillo,21/1/2016,190°,120°,SA2,5,Moraceae,Helicostylis,scabra,Helicostylis scabra, (J.F. Macbr.) C.C. Berg,3.9,5,,,961,NA,962,NA,484,,P,U,SA2_5
4943,Sabalillo,21/1/2016,190°,120°,SA2,5,Lecythidaceae,Eschweilera,coriacea,Eschweilera coriacea,(DC.) S.A. Mori,6,6,,,961,NA,962,NA,484,,P,U,SA2_5
4944,Sabalillo,21/1/2016,190°,120°,SA2,5,Myristicaceae,Virola,pavonis,Virola pavonis,(A.DC.) A.C.Sm.,10.4,7,,,961,NA,962,NA,484,,P,U,SA2_5
4945,Sabalillo,21/1/2016,190°,120°,SA2,5,Euphorbiaceae,Mabea,speciosa,Mabea speciosa,Müll. Arg.,2.8,4,,,961,NA,962,NA,484,,P,U,SA2_5
4946,Sabalillo,21/1/2016,190°,120°,SA2,5,Fabaceae,Inga,cylindrica,Inga cylindrica,(Vell.) Mart.,3.5,4,,,961,NA,962,NA,484,,P,U,SA2_5
4947,Sabalillo,21/1/2016,190°,120°,SA2,5,Euphorbiaceae,Hevea,guianensis,Hevea guianensis,Aubl.,4.4,6,,,961,NA,962,NA,484,,P,U,SA2_5
4948,Sabalillo,21/1/2016,190°,120°,SA2,5,Myristicaceae,Iryanthera,grandis,Iryanthera grandis,Ducke,21,15,,,961,NA,962,NA,484,,P,U,SA2_5
4949,Sabalillo,21/1/2016,190°,120°,SA2,5,Lecythidaceae,Eschweilera,albiflora,Eschweilera albiflora,(DC.) Miers,8.5,8,,,961,NA,962,NA,484,,P,U,SA2_5
4950,Sabalillo,21/1/2016,190°,120°,SA2,5,Elaeocarpaceae,Sloanea,brevipes,Sloanea brevipes,Benth.,8.1,8,,,961,NA,962,NA,484,,P,U,SA2_5
4951,Sabalillo,21/1/2016,190°,120°,SA2,5,Annonaceae,Guatteria,acutissima,Guatteria acutissima,R.E. Fr.,3,5,,,961,NA,962,NA,484,,P,U,SA2_5
4952,Sabalillo,21/1/2016,190°,120°,SA2,5,Chrysobalanaceae,Couepia,dolichopoda,Couepia dolichopoda,Prance,6.8,7,,,961,NA,962,NA,484,,P,U,SA2_5
4953,Sabalillo,21/1/2016,190°,120°,SA2,5,Chrysobalanaceae,Licania,apetala,Licania apetala,E.Mey.) Fritsch,4.7,6,,,961,NA,962,NA,484,,P,U,SA2_5
4954,Sabalillo,21/1/2016,190°,120°,SA2,5,Myristicaceae,Iryanthera,tricornis,Iryanthera tricornis,Ducke,4.6,5,,,961,NA,962,NA,484,,P,U,SA2_5
4955,Sabalillo,21/1/2016,190°,120°,SA2,5,Euphorbiaceae,Senefeldera,inclinata,Senefeldera inclinata, Müll. Arg.,6.3,8,,,961,NA,962,NA,484,,P,U,SA2_5
4956,Sabalillo,21/1/2016,320°,140°,SA2,4,Myristicaceae,Virola,loretensis,Virola loretensis,A.C.Sm.,5.7,7,,,964,NA,963,NA,485,,P,U,SA2_4
4957,Sabalillo,21/1/2016,320°,140°,SA2,4,Annonaceae,Guatteria,megalophylla,Guatteria megalophylla,Diels,7,7,,,964,NA,963,NA,485,,P,U,SA2_4
4958,Sabalillo,21/1/2016,320°,140°,SA2,4,Salicaceae,Casearia,resinifera,Casearia resinifera,Spruce ex Eichler,3.6,2,,,964,NA,963,NA,485,,P,U,SA2_4
4959,Sabalillo,21/1/2016,320°,140°,SA2,4,Siparunaceae,Siparuna,decipiens,Siparuna decipiens,(Tul.) A.DC.,6.4,5,,,964,NA,963,NA,485,,P,U,SA2_4
4960,Sabalillo,21/1/2016,320°,140°,SA2,4,Chrysobalanaceae,Licania,intrapetiolaris,Licania intrapetiolaris,Spreng. ex Hook.f.,2.9,3,,,964,NA,963,NA,485,,P,U,SA2_4
4961,Sabalillo,21/1/2016,320°,140°,SA2,4,Moraceae,Perebea,guianensis,Perebea guianensis,Aubl.,10,15,,,964,NA,963,NA,485,,P,U,SA2_4
4962,Sabalillo,21/1/2016,320°,140°,SA2,4,Clusiaceae,Garcinia,madruno,Garcinia madruno,(Kunth) Hammel,3.5,5,,,964,NA,963,NA,485,,P,U,SA2_4
4963,Sabalillo,21/1/2016,320°,140°,SA2,4,Violaceae,Rinorea,racemosa,Rinorea racemosa,(Mart.) Kuntze,2.8,NA,,,964,NA,963,NA,485,,P,U,SA2_4
4964,Sabalillo,21/1/2016,320°,140°,SA2,4,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,25.5,23,,,964,NA,963,NA,485,,P,U,SA2_4
4965,Sabalillo,21/1/2016,320°,140°,SA2,4,Myristicaceae,Virola,obovata,Virola obovata,Ducke,10,12,,,964,NA,963,NA,485,,P,U,SA2_4
4966,Sabalillo,21/1/2016,320°,140°,SA2,4,Moraceae,Helicostylis,scabra,Helicostylis scabra, (J.F. Macbr.) C.C. Berg,2.8,3,,,964,NA,963,NA,485,,P,U,SA2_4
4967,Sabalillo,21/1/2016,320°,140°,SA2,4,Fabaceae,Inga,cylindrica,Inga cylindrica,(Vell.) Mart.,2.5,2,,,964,NA,963,NA,485,,P,U,SA2_4
4968,Sabalillo,21/1/2016,320°,140°,SA2,4,Chrysobalanaceae,Licania,heteromorpha,Licania heteromorpha,Benth.,25.8,15,,,964,NA,963,NA,485,,P,U,SA2_4
4969,Sabalillo,21/1/2016,320°,140°,SA2,4,Elaeocarpaceae,Sloanea,brevipes,Sloanea brevipes,Benth.,3.8,4,,,964,NA,963,NA,485,,P,U,SA2_4
4970,Sabalillo,21/1/2016,320°,140°,SA2,4,Euphorbiaceae,Senefeldera,inclinata,Senefeldera inclinata, Müll. Arg.,3.4,5,,,964,NA,963,NA,485,,P,U,SA2_4
4971,Sabalillo,21/1/2016,320°,140°,SA2,4,Moraceae,Pseudolmedia,laevis,Pseudolmedia laevis,(Ruiz & Pav.) J.F. Macbr.,5.2,5,,,964,NA,963,NA,485,,P,U,SA2_4
4972,Sabalillo,21/1/2016,320°,140°,SA2,4,Myristicaceae,Iryanthera,polyneura,Iryanthera polyneura,Ducke,4,5,,,964,NA,963,NA,485,,P,U,SA2_4
4973,Sabalillo,21/1/2016,320°,140°,SA2,4,Annonaceae,Annona,excellens,Annona excellens,R.E. Fr.,3.9,4,,,964,NA,963,NA,485,,P,U,SA2_4
4974,Sabalillo,21/1/2016,320°,140°,SA2,4,Violaceae,Rinorea,racemosa,Rinorea racemosa,(Mart.) Kuntze,5.8,4,,,964,NA,963,NA,485,,P,U,SA2_4
4975,Sabalillo,21/1/2016,320°,140°,SA2,4,Urticaceae,Pourouma,guianensis,Pourouma guianensis,Aubl.,32.5,17,,,964,NA,963,NA,485,,P,U,SA2_4
4976,Sabalillo,21/1/2016,320°,140°,SA2,4,Myrtaceae,Eugenia,dibrachiata,Eugenia dibrachiata,McVaugh,3.9,6,,,964,NA,963,NA,485,,P,U,SA2_4
4977,Sabalillo,21/1/2016,320°,140°,SA2,4,Burseraceae,Protium,divaricatum,Protium divaricatum,Engl.,7.5,8,,,964,NA,963,NA,485,,P,U,SA2_4
4978,Sabalillo,21/1/2016,320°,140°,SA2,4,Euphorbiaceae,Senefeldera,inclinata,Senefeldera inclinata, Müll. Arg.,6.9,9,,,964,NA,963,NA,485,,P,U,SA2_4
4979,Sabalillo,21/1/2016,180°,160°,SA2,3,Euphorbiaceae,Senefeldera,inclinata,Senefeldera inclinata, Müll. Arg.,12.9,8,,,965,NA,966,NA,486,,P,U,SA2_3
4980,Sabalillo,21/1/2016,180°,160°,SA2,3,Moraceae,Naucleopsis,krukovii,Naucleopsis krukovii,(Standl.) C.C.Berg,12.9,12,,,965,NA,966,NA,486,,P,U,SA2_3
4981,Sabalillo,21/1/2016,180°,160°,SA2,3,Moraceae,Naucleopsis,krukovii,Naucleopsis krukovii,(Standl.) C.C.Berg,4.2,4,,,965,NA,966,NA,486,,P,U,SA2_3
4982,Sabalillo,21/1/2016,180°,160°,SA2,3,Chrysobalanaceae,Parinari,excelsa,Parinari excelsa, Sabine,52.2,22,,,965,NA,966,NA,486,,P,U,SA2_3
4983,Sabalillo,21/1/2016,180°,160°,SA2,3,Myristicaceae,Iryanthera,polyneura,Iryanthera polyneura,Ducke,19.9,12,,,965,NA,966,NA,486,,P,U,SA2_3
4984,Sabalillo,21/1/2016,180°,160°,SA2,3,Myristicaceae,Iryanthera,tricornis,Iryanthera tricornis,Ducke,3.5,4,,,965,NA,966,NA,486,,P,U,SA2_3
4985,Sabalillo,21/1/2016,180°,160°,SA2,3,Meliaceae,Guarea,kunthiana,Guarea kunthiana, A. Juss.,9.4,10,,,965,NA,966,NA,486,,P,U,SA2_3
4986,Sabalillo,21/1/2016,180°,160°,SA2,3,Myristicaceae,Iryanthera,polyneura,Iryanthera polyneura,Ducke,5.6,7,,,965,NA,966,NA,486,,P,U,SA2_3
4987,Sabalillo,21/1/2016,180°,160°,SA2,3,Myristicaceae,Iryanthera,polyneura,Iryanthera polyneura,Ducke,3,4,,,965,NA,966,NA,486,,P,U,SA2_3
4988,Sabalillo,21/1/2016,180°,160°,SA2,3,Annonaceae,Guatteria,megalophylla,Guatteria megalophylla,Diels,3.7,2,,,965,NA,966,NA,486,,P,U,SA2_3
4989,Sabalillo,21/1/2016,180°,160°,SA2,3,Fabaceae,Parkia,nitida,Parkia nitida,Miq.,7,6,,,965,NA,966,NA,486,,P,U,SA2_3
4990,Sabalillo,21/1/2016,180°,160°,SA2,3,Salicaceae,Casearia,resinifera,Casearia resinifera,Spruce ex Eichler,3.3,4,,,965,NA,966,NA,486,,P,U,SA2_3
4991,Sabalillo,21/1/2016,180°,160°,SA2,3,Meliaceae,Guarea,kunthiana,Guarea kunthiana, A. Juss.,5.3,4,,,965,NA,966,NA,486,,P,U,SA2_3
4992,Sabalillo,21/1/2016,180°,160°,SA2,3,Urticaceae,Pourouma,guianensis,Pourouma guianensis,Aubl.,3.7,5,,,965,NA,966,NA,486,,P,U,SA2_3
4993,Sabalillo,21/1/2016,180°,160°,SA2,3,Lecythidaceae,Eschweilera,albiflora,Eschweilera albiflora,(DC.) Miers,3.2,4,,,965,NA,966,NA,486,,P,U,SA2_3
4994,Sabalillo,21/1/2016,180°,160°,SA2,3,Myristicaceae,Virola,loretensis,Virola loretensis,A.C.Sm.,6.7,8,,,965,NA,966,NA,486,,P,U,SA2_3
4995,Sabalillo,21/1/2016,180°,160°,SA2,3,Clusiaceae,Tovomita,spruceana,Tovomita spruceana,Planch. & Triana,10.3,7,,,965,NA,966,NA,486,,P,U,SA2_3
4996,Sabalillo,21/1/2016,180°,160°,SA2,3,Clusiaceae,Tovomita,spruceana,Tovomita spruceana,Planch. & Triana,3.4,2,,,965,NA,966,NA,486,,P,U,SA2_3
4997,Sabalillo,21/1/2016,140°,160°,SA2,2,Myristicaceae,Virola,calophylla,Virola calophylla,Warb.,5.3,7,,,967,NA,968,NA,487,,P,U,SA2_2
4998,Sabalillo,21/1/2016,140°,160°,SA2,2,Moraceae,Brosimum,utile,Brosimum utile,(Kunth) Oken ex J. Presl,3.2,3,,,967,NA,968,NA,487,,P,U,SA2_2
4999,Sabalillo,21/1/2016,140°,160°,SA2,2,Moraceae,Brosimum,utile,Brosimum utile,(Kunth) Oken ex J. Presl,4.2,5,,,967,NA,968,NA,487,,P,U,SA2_2
5000,Sabalillo,21/1/2016,140°,160°,SA2,2,Malvaceae,Theobroma,subincanum,Theobroma subincanum,Mart.,16.7,14,,,967,NA,968,NA,487,,P,U,SA2_2
5001,Sabalillo,21/1/2016,140°,160°,SA2,2,Burseraceae,Protium,sp. 3,Protium sp. 3,,7.8,5,,,967,NA,968,NA,487,,P,U,SA2_2
5002,Sabalillo,21/1/2016,140°,160°,SA2,2,Fabaceae,Tachigali,paniculata,Tachigali paniculata, Aubl.,16.3,14,,,967,NA,968,NA,487,,P,U,SA2_2
5003,Sabalillo,21/1/2016,140°,160°,SA2,2,Myristicaceae,Virola,elongata,Virola elongata,(Benth.) Warb.,3.1,4,,,967,NA,968,NA,487,,P,U,SA2_2
5004,Sabalillo,21/1/2016,140°,160°,SA2,2,Rubiaceae,Amaioua,guianensis,Amaioua guianensis,Hemsl.,7.2,6,,,967,NA,968,NA,487,,P,U,SA2_2
5005,Sabalillo,21/1/2016,140°,160°,SA2,2,Burseraceae,Protium,sp. 3,Protium sp. 3,,2.7,3,,,967,NA,968,NA,487,,P,U,SA2_2
5006,Sabalillo,21/1/2016,140°,160°,SA2,2,Meliaceae,Trichilia,mazanensis,Trichilia mazanensis,J.F.Macbr.,3.4,3,,,967,NA,968,NA,487,,P,U,SA2_2
5007,Sabalillo,21/1/2016,140°,160°,SA2,2,Myristicaceae,Iryanthera,polyneura,Iryanthera polyneura,Ducke,2.9,2,,,967,NA,968,NA,487,,P,U,SA2_2
5008,Sabalillo,21/1/2016,140°,160°,SA2,2,Annonaceae,Duguetia,quitarensis,Duguetia quitarensis,Benth.,6.7,7,,,967,NA,968,NA,487,,P,U,SA2_2
5009,Sabalillo,21/1/2016,140°,160°,SA2,2,Myristicaceae,Virola,elongata,Virola elongata,(Benth.) Warb.,36.8,23,,,967,NA,968,NA,487,,P,U,SA2_2
5010,Sabalillo,21/1/2016,140°,160°,SA2,2,Sapotaceae,Pouteria,caimito,Pouteria caimito,(Ruiz & Pav.) Radlk.,2.5,3,,,967,NA,968,NA,487,,P,U,SA2_2
5011,Sabalillo,21/1/2016,140°,160°,SA2,2,Meliaceae,Trichilia,mazanensis,Trichilia mazanensis,J.F.Macbr.,7,8,,,967,NA,968,NA,487,,P,U,SA2_2
5012,Sabalillo,21/1/2016,140°,160°,SA2,2,Rutaceae,Galipea,trifoliata,Galipea trifoliata,Aubl.,2.9,3,,,967,NA,968,NA,487,,P,U,SA2_2
5013,Sabalillo,21/1/2016,140°,160°,SA2,2,Burseraceae,Protium,divaricatum,Protium divaricatum,Engl.,5.5,8,,,967,NA,968,NA,487,,P,U,SA2_2
